Nodal displacements
node#      x          y          u          v
  322   -0.172329    1.187067   -0.130239
  323   -0.073133    1.198010   -0.134439
  324   -0.147746    1.138869   -0.169629
  325   -0.022565    1.150821   -0.067459
  326   -0.088887    1.112540   -0.093224
  327   -0.006284    1.117078   -0.097107
  328   -0.068021    1.079461   -0.122853
  329    0.013204    1.073881   -0.038935
  330   -0.021376    1.046001   -0.055514
  331    0.021713    1.052095   -0.054883
  332   -0.010597    1.024326   -0.071077
  333    0.002853    1.019743   -0.007469
  334    0.010848    1.006352   -0.018529
  335    0.002231    1.013337   -0.007778
  336    0.008745    0.996289   -0.017624
  337   -0.138291    0.202585   -0.128457
  338   -0.186619    0.238330   -0.083958
  339   -0.124297    0.246990   -0.147985
  340   -0.163565    0.306931   -0.107639
  341   -0.317051    0.627428   -0.259259
  342   -0.339801    0.603360   -0.277927
  343   -0.319111    0.602003   -0.285013
  344   -0.341554    0.572036   -0.303664
  345   -0.404976    0.917351   -0.324156
  346   -0.418374    0.847883   -0.377209
  347   -0.411754    0.851381   -0.358674
  348   -0.428789    0.761829   -0.408831
  349   -0.430113    1.104645   -0.344436
  350   -0.445724    1.008340   -0.413619
  351   -0.432318    1.018399   -0.385999
  352   -0.452242    0.897660   -0.450662
  353   -0.408946    1.216330   -0.337426
  354   -0.433797    1.106907   -0.408835
  355   -0.404017    1.123325   -0.383067
  356   -0.431850    0.991399   -0.449587
  357   -0.356174    1.270897   -0.314659
  358   -0.393129    1.159970   -0.379908
  359   -0.344581    1.179914   -0.361424
  360   -0.382312    1.051550   -0.422306
  361   -0.283550    1.283618   -0.284254
  362   -0.332543    1.180818   -0.339654
  363   -0.266950    1.200167   -0.329891
  364   -0.314445    1.085880   -0.381921
  365   -0.197824    1.263307   -0.248872
  366   -0.258321    1.178675   -0.295420
  367   -0.175077    1.191933   -0.291538
  368   -0.231862    1.100786   -0.335730
  369   -0.103036    1.221446   -0.210181
  370   -0.171203    1.156562   -0.247307
  371   -0.077478    1.162961   -0.248833
  372   -0.140393    1.095855   -0.284635
  373   -0.011333    1.164038   -0.165963
  374   -0.078701    1.117474   -0.195005
  375    0.013343    1.118181   -0.198876
  376   -0.048438    1.072055   -0.227287
  377    0.057294    1.101542   -0.112772
  378    0.007364    1.066496   -0.134794
  379    0.075581    1.067414   -0.136116
  380    0.029728    1.033071   -0.157556
  381    0.055515    1.034848   -0.040308
  382    0.066237    1.015111   -0.056462
  383    0.055393    1.022791   -0.040784
  384    0.064126    0.998114   -0.054976
  385   -0.519993   -0.051628    0.115252
  386   -0.675402    0.031799    0.160205
  387   -0.483406    0.008672    0.030043
  388   -0.614808    0.133083    0.063971
  389   -0.529746    0.284418   -0.127042
  390   -0.630795    0.296054   -0.125088
  391   -0.506797    0.276327   -0.193352
  392   -0.594624    0.302453   -0.196027
  393   -0.509170    0.541347   -0.274855
  394   -0.574480    0.502167   -0.299823
  395   -0.494721    0.490677   -0.329800
  396   -0.553514    0.450740   -0.354969
  397   -0.467541    0.736904   -0.353940
  398   -0.512680    0.665191   -0.394085
  399   -0.453984    0.661596   -0.401834
  400   -0.495996    0.581607   -0.439391
  401   -0.408118    0.882141   -0.384607
  402   -0.443670    0.793081   -0.431289
  403   -0.393260    0.795919   -0.427661
  404   -0.427112    0.696153   -0.470371
  405   -0.336129    0.984182   -0.382941
  406   -0.370133    0.890131   -0.429418
  407   -0.318885    0.896844   -0.422470
  408   -0.351228    0.792976   -0.464728
  409   -0.255487    1.050774   -0.362183
  410   -0.292999    0.961372   -0.404414
  411   -0.235693    0.968816   -0.398923
  412   -0.270818    0.872205   -0.437440
  413   -0.166699    1.087991   -0.329505
  414   -0.211691    1.012491   -0.367169
  415   -0.141631    1.016198   -0.363516
  416   -0.182847    0.936460   -0.398223
  417   -0.067583    1.101708   -0.289762
  418   -0.121609    1.044234   -0.321045
  419   -0.038931    1.042377   -0.321562
  420   -0.087770    0.983913   -0.350967
  421    0.037331    1.094502   -0.242649
  422   -0.024022    1.056141   -0.267785
  423    0.067688    1.047956   -0.272272
  424    0.012506    1.011283   -0.296569
  425    0.137226    1.070639   -0.182467
  426    0.076786    1.047512   -0.202753
  427    0.165757    1.035538   -0.208306
  428    0.111352    1.015305   -0.228362
  429    0.190462    1.033795   -0.079175
  430    0.168260    1.015538   -0.091225
  431    0.205151    1.014974   -0.087154
  432    0.185814    0.996413   -0.098261
  433   -0.944581   -0.148722    0.272845
  434   -1.182561   -0.031222    0.272814
  435   -0.870142   -0.108937    0.132649
  436   -1.068482    0.055740    0.118694
  437   -0.775263    0.055352    0.000065
  438   -0.942163    0.102518   -0.013586
  439   -0.717461    0.044775   -0.101358
  440   -0.858388    0.117808   -0.122241
  441   -0.629733    0.240244   -0.178664
  442   -0.742983    0.236131   -0.202123
  443   -0.587071    0.196662   -0.252675
  444   -0.684048    0.204369   -0.278569
  445   -0.504062    0.407055   -0.286616
  446   -0.581623    0.368272   -0.315066
  447   -0.469333    0.343073   -0.341491
  448   -0.536511    0.307948   -0.369246
  449   -0.391710    0.554541   -0.341424
  450   -0.444846    0.495596   -0.372485
  451   -0.363158    0.481191   -0.383080
  452   -0.409742    0.421472   -0.411629
  453   -0.290101    0.680307   -0.358206
  454   -0.329411    0.613126   -0.389113
  455   -0.265291    0.605640   -0.391311
  456   -0.300112    0.536061   -0.418995
  457   -0.195432    0.783880   -0.350658
  458   -0.229321    0.717752   -0.379390
  459   -0.172225    0.713444   -0.378583
  460   -0.202404    0.645114   -0.404178
  461   -0.101499    0.867492   -0.327778
  462   -0.137226    0.810607   -0.354246
  463   -0.075534    0.805221   -0.352359
  464   -0.107126    0.747356   -0.376145
  465   -0.000263    0.932511   -0.295259
  466   -0.043163    0.890172   -0.318346
  467    0.028918    0.880931   -0.318664
  468   -0.008879    0.839532   -0.339954
  469    0.111542    0.977139   -0.254686
  470    0.057294    0.952886   -0.274440
  471    0.144791    0.937157   -0.278746
  472    0.096949    0.916034   -0.297788
  473    0.235894    1.001194   -0.201081
  474    0.168447    0.995256   -0.218989
  475    0.273921    0.971459   -0.227094
  476    0.214184    0.970593   -0.245271
  477    0.383068    1.016297   -0.092251
  478    0.292169    1.007627   -0.099674
  479    0.436817    0.987487   -0.114541
  480    0.359547    0.987396   -0.122908
  481   -1.322192   -0.137738    0.307326
  482   -1.602078   -0.018269    0.239427
  483   -1.197414   -0.147198    0.135189
  484   -1.424266    0.020120    0.055847
  485   -1.001326   -0.061948    0.083402
  486   -1.205733    0.001596    0.031330
  487   -0.902272   -0.093921   -0.038374
  488   -1.070139    0.000510   -0.096859
  489   -0.745272    0.041129   -0.069355
  490   -0.888799    0.062740   -0.110672
  491   -0.670846   -0.004757   -0.154241
  492   -0.790118    0.035630   -0.198310
  493   -0.541452    0.163321   -0.167738
  494   -0.642215    0.155373   -0.199999
  495   -0.483592    0.108830   -0.225790
  496   -0.568060    0.111958   -0.258354
  497   -0.377143    0.294933   -0.223227
  498   -0.445272    0.268408   -0.249726
  499   -0.333736    0.237835   -0.262739
  500   -0.391281    0.217298   -0.288029
  501   -0.244484    0.426447   -0.246822
  502   -0.291000    0.390773   -0.269239
  503   -0.211550    0.370884   -0.274483
  504   -0.251115    0.338306   -0.294985
  505   -0.133748    0.550659   -0.249028
  506   -0.168403    0.513305   -0.268368
  507   -0.107136    0.499388   -0.269835
  508   -0.136816    0.463861   -0.287156
  509   -0.032979    0.665989   -0.237578
  510   -0.064916    0.633218   -0.254994
  511   -0.006774    0.620790   -0.254565
  512   -0.034129    0.589840   -0.270175
  513    0.070099    0.770313   -0.216866
  514    0.033747    0.746998   -0.232991
  515    0.098613    0.732558   -0.233315
  516    0.067327    0.711860   -0.248202
  517    0.184799    0.858919   -0.188794
  518    0.136329    0.849153   -0.204748
  519    0.219421    0.828840   -0.207814
  520    0.177378    0.823182   -0.223332
  521    0.323652    0.928352   -0.150086
  522    0.253913    0.935093   -0.168313
  523    0.369889    0.904230   -0.175209
  524    0.308895    0.917220   -0.193883
  525    0.564768    0.993322   -0.064008
  526    0.401873    0.998451   -0.075912
  527    0.673382    0.953079   -0.097979
  528    0.536439    0.975583   -0.111658
  529   -1.562210   -0.078182    0.227622
  530   -1.839565    0.007435    0.093806
  531   -1.384934   -0.151642    0.055568
  532   -1.601454   -0.019037   -0.082653
  533   -1.149199   -0.093907    0.112254
  534   -1.357035   -0.038219    0.018050
  535   -1.010536   -0.156519   -0.008169
  536   -1.175769   -0.068331   -0.104917
  537   -0.824503   -0.053106    0.031185
  538   -0.973824   -0.021007   -0.034453
  539   -0.721337   -0.105566   -0.051337
  540   -0.841861   -0.051782   -0.118151
  541   -0.570745    0.030640   -0.024241
  542   -0.678346    0.045496   -0.068167
  543   -0.493126   -0.014097   -0.078582
  544   -0.581076    0.015267   -0.122760
  545   -0.372234    0.143587   -0.058075
  546   -0.446133    0.146481   -0.087610
  547   -0.316675    0.106148   -0.093203
  548   -0.377689    0.118363   -0.122407
  549   -0.218407    0.272082   -0.075510
  550   -0.268546    0.267972   -0.095968
  551   -0.179088    0.240795   -0.098486
  552   -0.220843    0.242627   -0.118322
  553   -0.096224    0.404642   -0.081527
  554   -0.132022    0.397628   -0.096702
  555   -0.067071    0.378257   -0.097596
  556   -0.097130    0.375248   -0.112083
  557    0.009899    0.536981   -0.080194
  558   -0.021189    0.530452   -0.092665
  559    0.036060    0.514169   -0.092688
  560    0.009854    0.511015   -0.104529
  561    0.114156    0.664915   -0.073096
  562    0.080644    0.661772   -0.085342
  563    0.142073    0.644699   -0.085491
  564    0.113622    0.645093   -0.097302
  565    0.229116    0.782048   -0.061060
  566    0.184526    0.785146   -0.075669
  567    0.265050    0.762836   -0.076774
  568    0.226853    0.770482   -0.091242
  569    0.372835    0.883235   -0.042312
  570    0.305231    0.895735   -0.063064
  571    0.425988    0.862047   -0.065723
  572    0.367568    0.881161   -0.086684
  573    0.667113    0.975563   -0.003691
  574    0.465745    0.992955   -0.028191
  575    0.821892    0.929573   -0.038508
  576    0.654548    0.969602   -0.063869
