Nodal displacements
node#      x          y          u          v
   46    2.665241    0.350886   -2.300217    0.281529
   47    2.747598    0.546531   -2.208324    0.415284
   48    2.832620    0.372922   -2.327664    0.251366
   49    2.915866    0.580002   -2.224869    0.363093
   50    3.000000    0.394957   -2.350542    0.203541
   51    0.965926    0.258819   -1.882330    1.046729
   52    1.032475    0.350478   -1.873376    1.160122
   53    1.135432    0.304238   -1.955074    0.830023
   54    1.203564    0.408555   -1.884817    0.975537
   55    1.304938    0.349657   -1.979114    0.730766
   56    1.374653    0.466632   -1.885088    0.893239
   57    1.474444    0.395076   -1.990022    0.685688
   58    1.545742    0.524709   -1.886429    0.858455
   59    1.643951    0.440495   -1.999697    0.666799
   60    1.716831    0.582786   -1.891508    0.845994
   61    1.813457    0.485914   -2.011698    0.659997
   62    1.887920    0.640863   -1.899804    0.842614
   63    1.982963    0.531333   -2.026422    0.657219
   64    2.059010    0.698940   -1.909691    0.840330
   65    2.152469    0.576752   -2.042987    0.653126
   66    2.230099    0.757017   -1.919322    0.833590
   67    2.321975    0.622171   -2.060023    0.643513
   68    2.401188    0.815093   -1.926936    0.817834
   69    2.491481    0.667590   -2.075996    0.624380
   70    2.572277    0.873170   -1.931037    0.788702
   71    2.660988    0.713009   -2.089392    0.591258
   72    2.743366    0.931247   -1.930566    0.741549
   73    2.830494    0.758429   -2.098894    0.538604
   74    2.914455    0.989324   -1.925168    0.671187
   75    3.000000    0.803848   -2.103708    0.459160
   76    0.923880    0.382683   -1.786883    1.549229
   77    0.984503    0.485503   -1.715183    1.612598
   78    1.096890    0.454347   -1.787292    1.247062
   79    1.159764    0.571932   -1.669114    1.380650
   80    1.269900    0.526010   -1.777197    1.115484
   81    1.335024    0.658361   -1.643071    1.284598
   82    1.442910    0.597673   -1.770283    1.059851
   83    1.510285    0.744790   -1.630302    1.249113
   84    1.615920    0.669336   -1.768630    1.039733
   85    1.685545    0.831219   -1.625133    1.240716
   86    1.788930    0.740999   -1.770958    1.035111
   87    1.860806    0.917648   -1.622510    1.242018
   88    1.961940    0.812662   -1.774856    1.034688
   89    2.036067    1.004077   -1.618596    1.242944
   90    2.134950    0.884325   -1.777897    1.031270
   91    2.211327    1.090506   -1.610570    1.236919
   92    2.307960    0.955988   -1.777961    1.019556
   93    2.386588    1.176935   -1.596577    1.219191
   94    2.480970    1.027651   -1.773414    0.995074
   95    2.561848    1.263364   -1.575740    1.186115
   96    2.653980    1.099314   -1.763297    0.953680
   97    2.737109    1.349793   -1.548263    1.135022
   98    2.826990    1.170978   -1.747600    0.891475
   99    2.912370    1.436222   -1.515556    1.064541
  100    3.000000    1.242641   -1.727662    0.805208
  101    0.866025    0.500000   -1.657461    2.026520
  102    0.921825    0.615944   -1.516702    2.052784
  103    1.043857    0.602671   -1.566501    1.665843
  104    1.102536    0.736691   -1.405580    1.798198
  105    1.221688    0.705342   -1.517273    1.520920
  106    1.283247    0.857438   -1.353164    1.705398
  107    1.399519    0.808013   -1.491110    1.467740
  108    1.463958    0.978185   -1.327871    1.680960
  109    1.577350    0.910684   -1.477456    1.455200
  110    1.644669    1.098932   -1.311650    1.684300
  111    1.755181    1.013354   -1.468114    1.458467
  112    1.825379    1.219680   -1.294654    1.695340
  113    1.933013    1.116025   -1.457496    1.464173
  114    2.006090    1.340427   -1.271137    1.703036
  115    2.110844    1.218696   -1.441804    1.464260
  116    2.186801    1.461174   -1.238063    1.701011
  117    2.288675    1.321367   -1.418726    1.453492
  118    2.367512    1.581921   -1.194438    1.685737
  119    2.466506    1.424038   -1.387311    1.428423
  120    2.548223    1.702668   -1.140950    1.655843
  121    2.644338    1.526709   -1.347940    1.387143
  122    2.728934    1.823415   -1.079640    1.611922
  123    2.822169    1.629380   -1.302274    1.329528
  124    2.909645    1.944162   -1.013428    1.556506
  125    3.000000    1.732051   -1.253039    1.257842
  126    0.793353    0.608761   -1.498269    2.470431
  127    0.845513    0.741495   -1.288949    2.475990
  128    0.977241    0.749863   -1.306623    2.084864
  129    1.032860    0.905794   -1.111033    2.227994
  130    1.161128    0.890965   -1.219496    1.950088
  131    1.220207    1.070092   -1.042323    2.158362
  132    1.345015    1.032066   -1.178777    1.914942
  133    1.407553    1.234391   -1.007519    2.157911
  134    1.528902    1.173168   -1.153933    1.919792
  135    1.594900    1.398690   -0.977118    2.181807
  136    1.712789    1.314270   -1.129899    1.937398
  137    1.782247    1.562988   -0.937293    2.208634
  138    1.896677    1.455371   -1.098400    1.953610
  139    1.969593    1.727287   -0.881853    2.227786
  140    2.080564    1.596473   -1.055242    1.960862
  141    2.156940    1.891586   -0.809166    2.234728
  142    2.264451    1.737574   -0.999082    1.955459
  143    2.344287    2.055884   -0.720742    2.228833
  144    2.448338    1.878676   -0.930763    1.936453
  145    2.531633    2.220183   -0.620151    2.212063
  146    2.632225    2.019778   -0.852719    1.905137
  147    2.718980    2.384481   -0.511888    2.187830
  148    2.816113    2.160879   -0.768236    1.864605
  149    2.906327    2.548780   -0.400117    2.159795
  150    3.000000    2.301981   -0.680517    1.818989
  151    0.707107    0.707107   -1.318855    2.870330
  152    0.741495    0.845513   -1.067873    2.894402
  153    0.898181    0.898181   -1.017989    2.502698
  154    0.905794    1.032860   -0.846931    2.684921
  155    1.089256    1.089256   -0.911938    2.403628
  156    1.070092    1.220207   -0.757562    2.639320
  157    1.280330    1.280330   -0.862996    2.402209
  158    1.234391    1.407553   -0.709917    2.659328
  159    1.471404    1.471404   -0.824274    2.435704
  160    1.398690    1.594900   -0.668354    2.703662
  161    1.662479    1.662479   -0.775215    2.475473
  162    1.562988    1.782247   -0.616378    2.752096
  163    1.853553    1.853553   -0.706862    2.508077
  164    1.727287    1.969593   -0.546178    2.794726
  165    2.044628    2.044628   -0.616703    2.528304
  166    1.891586    2.156940   -0.454957    2.827648
  167    2.235702    2.235702   -0.506497    2.536050
  168    2.055884    2.344287   -0.343390    2.850884
  169    2.426777    2.426777   -0.380780    2.534282
  170    2.220183    2.531633   -0.214736    2.866939
  171    2.617851    2.617851   -0.245345    2.527226
  172    2.384481    2.718980   -0.073998    2.879429
  173    2.808925    2.808925   -0.105625    2.518612
  174    2.548780    2.906327    0.073062    2.891694
  175    3.000000    3.000000    0.034724    2.510298
  176    0.608761    0.793353   -1.132520    3.243165
  177    0.615944    0.921825   -0.864482    3.299996
  178    0.749863    0.977241   -0.804135    2.982479
  179    0.736691    1.102536   -0.635672    3.152223
  180    0.890965    1.161128   -0.673439    2.890013
  181    0.857438    1.283247   -0.535285    3.112136
  182    1.032066    1.345015   -0.612502    2.883350
  183    0.978185    1.463958   -0.482753    3.130194
  184    1.173168    1.528902   -0.571977    2.917218
  185    1.098932    1.644669   -0.443573    3.177417
  186    1.314270    1.712789   -0.530130    2.968104
  187    1.219680    1.825379   -0.400878    3.237368
  188    1.455371    1.896677   -0.475767    3.022643
  189    1.340427    2.006090   -0.345282    3.300143
  190    1.596473    2.080564   -0.402931    3.073503
  191    1.461174    2.186801   -0.271203    3.360016
  192    1.737574    2.264451   -0.308879    3.117431
  193    1.581921    2.367512   -0.175485    3.414294
  194    1.878676    2.448338   -0.193469    3.154191
  195    1.702668    2.548223   -0.057069    3.462693
  196    2.019778    2.632225   -0.059071    3.185705
  197    1.823415    2.728934    0.082850    3.506856
  198    2.160879    2.816113    0.089468    3.215113
  199    1.944162    2.909645    0.240464    3.549794
  200    2.301981    3.000000    0.245248    3.245619
  201    0.500000    0.866025   -0.927969    3.567310
  202    0.485503    0.984503   -0.665719    3.646392
  203    0.602671    1.043857   -0.611749    3.404400
  204    0.571932    1.159764   -0.454856    3.559707
  205    0.705342    1.221688   -0.474946    3.343121
  206    0.658361    1.335024   -0.357245    3.539425
  207    0.808013    1.399519   -0.408188    3.341975
  208    0.744790    1.510285   -0.305330    3.562342
  209    0.910684    1.577350   -0.367349    3.377919
  210    0.831219    1.685545   -0.269707    3.613180
  211    1.013354    1.755181   -0.331178    3.434809
  212    0.917648    1.860806   -0.235043    3.680638
  213    1.116025    1.933013   -0.288162    3.501876
  214    1.004077    2.036067   -0.192186    3.756664
  215    1.218696    2.110844   -0.231047    3.571822
  216    1.090506    2.211327   -0.134742    3.835488
  217    1.321367    2.288675   -0.154757    3.639949
  218    1.176935    2.386588   -0.057635    3.913162
  219    1.424038    2.466506   -0.055659    3.703743
  220    1.263364    2.561848    0.043443    3.987386
  221    1.526709    2.644338    0.068417    3.762720
  222    1.349793    2.737109    0.171996    4.057527
  223    1.629380    2.822169    0.217610    3.818334
  224    1.436222    2.912370    0.330201    4.124760
  225    1.732051    3.000000    0.388996    3.873771
  226    0.382683    0.923880   -0.709331    3.829384
  227    0.350478    1.032475   -0.471527    3.919334
  228    0.454347    1.096890   -0.438635    3.756159
  229    0.408555    1.203564   -0.302089    3.887452
  230    0.526010    1.269900   -0.315408    3.729236
  231    0.466632    1.374653   -0.220645    3.888983
  232    0.597673    1.442910   -0.253109    3.741540
  233    0.524709    1.545742   -0.176711    3.921062
  234    0.669336    1.615920   -0.215762    3.783493
  235    0.582786    1.716831   -0.147584    3.977375
  236    0.740999    1.788930   -0.185712    3.846530
  237    0.640863    1.887920   -0.121317    4.051572
  238    0.812662    1.961940   -0.152779    3.923300
  239    0.698940    2.059010   -0.090407    4.137978
  240    0.884325    2.134950   -0.110087    4.007880
  241    0.757017    2.230099   -0.049201    4.231796
  242    0.955988    2.307960   -0.052055    4.095586
  243    0.815093    2.401188    0.007455    4.329038
  244    1.027651    2.480970    0.026564    4.182882
  245    0.873170    2.572277    0.084997    4.426484
  246    1.099314    2.653980    0.131114    4.267447
  247    0.931247    2.743366    0.189644    4.521757
  248    1.170978    2.826990    0.267075    4.348437
  249    0.989324    2.914455    0.328705    4.613587
  250    1.242641    3.000000    0.439600    4.426958
  251    0.258819    0.965926   -0.479308    4.022016
  252    0.211826    1.064919   -0.281224    4.107638
  253    0.304238    1.135432   -0.282331    4.020634
  254    0.245296    1.233187   -0.171683    4.117015
  255    0.349657    1.304938   -0.189476    4.024627
  256    0.278767    1.401455   -0.117745    4.136726
  257    0.395076    1.474444   -0.141465    4.050887
  258    0.312237    1.569723   -0.088328    4.177460
  259    0.440495    1.643951   -0.112829    4.100370
  260    0.345708    1.737991   -0.069144    4.239237
  261    0.485914    1.813457   -0.090873    4.169697
  262    0.379178    1.906259   -0.052559    4.319060
  263    0.531333    1.982963   -0.068180    4.254577
  264    0.412649    2.074527   -0.033721    4.413254
  265    0.576752    2.152469   -0.039495    4.350757
  266    0.446120    2.242795   -0.008810    4.518156
  267    0.622171    2.321975   -0.000236    4.454326
  268    0.479590    2.411062    0.025903    4.630292
  269    0.667590    2.491481    0.054440    4.561742
  270    0.513061    2.579330    0.074752    4.746345
  271    0.713009    2.660988    0.130358    4.669846
  272    0.546531    2.747598    0.143364    4.863077
  273    0.758429    2.830494    0.235047    4.775956
  274    0.580002    2.915866    0.239498    4.977289
  275    0.803848    3.000000    0.378552    4.878169
  276    0.130526    0.991445   -0.241578    4.139848
  277    0.070871    1.081281   -0.093450    4.203711
  278    0.152562    1.158824   -0.138058    4.184700
  279    0.081807    1.248127   -0.055591    4.235189
  280    0.174598    1.326204   -0.088236    4.210015
  281    0.092742    1.414972   -0.036725    4.265172
  282    0.196634    1.493584   -0.062130    4.246605
  283    0.103678    1.581817   -0.026376    4.311057
  284    0.218670    1.660963   -0.046573    4.301928
  285    0.114613    1.748662   -0.019670    4.376140
  286    0.240706    1.828343   -0.034925    4.376005
  287    0.125549    1.915507   -0.013984    4.459208
  288    0.262742    1.995722   -0.023269    4.466495
  289    0.136485    2.082352   -0.007638    4.557667
  290    0.284778    2.163102   -0.008790    4.570403
  291    0.147420    2.249197    0.000711    4.668562
  292    0.306814    2.330482    0.011062    4.684597
  293    0.158356    2.416042    0.012413    4.788854
  294    0.328850    2.497861    0.039137    4.805903
  295    0.169291    2.582887    0.029105    4.915373
  296    0.350886    2.665241    0.079118    4.930996
  297    0.180227    2.749732    0.053018    5.044622
  298    0.372922    2.832620    0.136214    5.056204
  299    0.191163    2.916578    0.087419    5.172434
  300    0.394957    3.000000    0.218185    5.177223
  301    0.000000    1.000000    0.000000    4.179514
  302    0.000000    1.166667    0.000000    4.240290
  303    0.000000    1.333333    0.000000    4.273198
  304    0.000000    1.500000    0.000000    4.313579
  305    0.000000    1.666667    0.000000    4.371090
  306    0.000000    1.833333    0.000000    4.446921
  307    0.000000    2.000000    0.000000    4.539427
  308    0.000000    2.166667    0.000000    4.646064
  309    0.000000    2.333333    0.000000    4.764017
  310    0.000000    2.500000    0.000000    4.890297
  311    0.000000    2.666667    0.000000    5.021598
  312    0.000000    2.833333    0.000000    5.153956
  313    0.000000    3.000000    0.000000    5.282180

Element stresses
ele#       σxx        σyy        τxy
    1    0.198740    3.356397   -0.071368
    2    0.173829    4.053356   -0.204382
    3    0.358403    2.799117   -0.113107
    4    0.224905    3.330547   -0.237721
    5    0.412031    2.480680    0.027880
    6    0.374501    2.812078   -0.052022
    7    0.493875    2.206073   -0.016800
    8    0.407524    2.465619   -0.094135
    9    0.431854    1.999834    0.062003
   10    0.396443    2.179734    0.009019
   11    0.474945    1.846838    0.023776
   12    0.414732    1.991073   -0.028604
   13    0.387271    1.702487    0.072699
   14    0.356535    1.812298    0.034012
   15    0.411162    1.606863    0.040941
   16    0.366317    1.696717    0.002219
   17    0.323772    1.498169    0.074822
   18    0.297573    1.573046    0.043731
   19    0.338638    1.431219    0.047575
   20    0.303463    1.493576    0.016295
   21    0.258064    1.343490    0.074107
   22    0.235799    1.400358    0.046664
   23    0.269539    1.291098    0.049236
   24    0.240894    1.339192    0.021632
   25    0.196256    1.215387    0.072884
   26    0.177303    1.263330    0.046435
   27    0.207693    1.169902    0.048388
   28    0.183705    1.211023    0.021868
   29    0.140495    1.100177    0.072100
   30    0.124247    1.144754    0.044504
   31    0.154099    1.056901    0.046021
   32    0.133492    1.095654    0.018453
   33    0.091680    0.988525    0.072086
   34    0.077376    1.033774    0.041206
   35    0.109028    0.943998    0.042270
   36    0.090648    0.983863    0.011501
   37    0.050729    0.872790    0.072830
   38    0.037165    0.922337    0.036065
   39    0.072982    0.823776    0.036583
   40    0.055356    0.868003   -0.000021
   41    0.019430    0.745282    0.074033
   42    0.004431    0.803118    0.027748
   43    0.047276    0.687957    0.027611
   44    0.028015    0.740234   -0.018517
   45    0.001358    0.596715    0.075002
   46   -0.019203    0.667944    0.013665
   47    0.034604    0.525731    0.012804
   48    0.009361    0.590870   -0.048464
   49    0.218617    3.156420   -0.363241
   50    0.245424    3.771866   -0.566879
   51    0.367590    2.626587   -0.315036
   52    0.284856    3.089411   -0.495815
   53    0.369421    2.399958   -0.037620
   54    0.335902    2.687140   -0.143276
   55    0.429817    2.138064   -0.049155
   56    0.350645    2.360201   -0.148152
   57    0.369755    1.973556    0.087646
   58    0.321603    2.129980    0.023090
   59    0.386938    1.825495    0.061686
   60    0.317173    1.949744   -0.001456
   61    0.322146    1.702736    0.135562
   62    0.273713    1.799639    0.090122
   63    0.320056    1.607563    0.108196
   64    0.259906    1.686279    0.062536
   65    0.262074    1.511921    0.151733
   66    0.218304    1.579084    0.115707
   67    0.253593    1.442646    0.125977
   68    0.202424    1.498153    0.089385
   69    0.202313    1.364372    0.154551
   70    0.164996    1.415909    0.123093
   71    0.194633    1.307979    0.130206
   72    0.151872    1.351138    0.098292
   73    0.147398    1.240470    0.151704
   74    0.117252    1.283914    0.122033
   75    0.144817    1.190201    0.127553
   76    0.110131    1.227002    0.097678
   77    0.098952    1.128755    0.146171
   78    0.076103    1.168614    0.116408
   79    0.103995    1.080853    0.120677
   80    0.077040    1.115031    0.090971
   81    0.057799    1.021965    0.138433
   82    0.041808    1.061281    0.107039
   83    0.071701    0.974108    0.109940
   84    0.051835    1.008294    0.078800
   85    0.024973    0.915134    0.127203
   86    0.014547    0.956136    0.092691
   87    0.047607    0.865657    0.093986
   88    0.033466    0.901857    0.059826
   89    0.002368    0.804791    0.109331
   90   -0.005277    0.849071    0.070166
   91    0.031609    0.752308    0.069696
   92    0.020399    0.792001    0.030843
   93   -0.006629    0.688977    0.079025
   94   -0.016923    0.737234    0.033731
   95    0.023660    0.632250    0.031624
   96    0.009969    0.676101   -0.013571
   97    0.265054    2.767856   -0.573333
   98    0.347296    3.262717   -0.803918
   99    0.366420    2.319780   -0.454060
  100    0.340692    2.686091   -0.653680
  101    0.280954    2.238682   -0.090076
  102    0.250684    2.463089   -0.203058
  103    0.305073    2.015402   -0.081277
  104    0.236865    2.187108   -0.186138
  105    0.241280    1.913921    0.093400
  106    0.182106    2.038000    0.023966
  107    0.226512    1.782410    0.071593
  108    0.152389    1.880530    0.003469
  109    0.189469    1.691830    0.163283
  110    0.126878    1.771504    0.112733
  111    0.159236    1.601603    0.135098
  112    0.089571    1.666196    0.083951
  113    0.139403    1.525341    0.186803
  114    0.081906    1.582774    0.145444
  115    0.106935    1.454675    0.158988
  116    0.044958    1.501950    0.116743
  117    0.095321    1.390398    0.190578
  118    0.046453    1.435804    0.154056
  119    0.068627    1.329254    0.164239
  120    0.015966    1.366948    0.127087
  121    0.058419    1.273711    0.185608
  122    0.019493    1.312339    0.151779
  123    0.041755    1.217620    0.159965
  124   -0.000843    1.249922    0.125874
  125    0.028992    1.168001    0.175804
  126    0.000197    1.202831    0.143481
  127    0.024131    1.115145    0.149672
  128   -0.008278    1.144574    0.117397
  129    0.007284    1.069541    0.161434
  130   -0.012074    1.102194    0.130011
  131    0.013930    1.019589    0.133889
  132   -0.008849    1.047587    0.102698
  133   -0.006302    0.977333    0.140402
  134   -0.017844    1.008259    0.109895
  135    0.009440    0.931031    0.111284
  136   -0.005132    0.958026    0.081041
  137   -0.011356    0.893185    0.108586
  138   -0.017738    0.921411    0.080030
  139    0.008606    0.852458    0.079187
  140   -0.000210    0.877556    0.050790
  141   -0.008058    0.822608    0.059738
  142   -0.012844    0.845072    0.036071
  143    0.008387    0.791153    0.033984
  144    0.001948    0.811460    0.010284
  145    0.294606    2.266385   -0.663140
  146    0.411001    2.619430   -0.873038
  147    0.328381    1.941706   -0.516847
  148    0.346996    2.198494   -0.696192
  149    0.148029    2.026058   -0.127102
  150    0.112365    2.180971   -0.229335
  151    0.132487    1.856996   -0.121020
  152    0.072979    1.974991   -0.216642
  153    0.070382    1.824708    0.069040
  154    0.001149    1.913826    0.001309
  155    0.025246    1.715176    0.039878
  156   -0.048770    1.786089   -0.027430
  157    0.023527    1.660413    0.141429
  158   -0.049159    1.721733    0.087661
  159   -0.032658    1.575898    0.106240
  160   -0.105969    1.625921    0.051457
  161   -0.006309    1.522745    0.164376
  162   -0.071503    1.569983    0.117772
  163   -0.058851    1.448927    0.131493
  164   -0.125003    1.487690    0.083972
  165   -0.025019    1.402403    0.167414
  166   -0.079294    1.441196    0.125668
  167   -0.066248    1.334448    0.137498
  168   -0.122553    1.366257    0.095255
  169   -0.035376    1.294349    0.161587
  170   -0.077858    1.327629    0.123691
  171   -0.062060    1.231104    0.133409
  172   -0.107351    1.258452    0.095390
  173   -0.038651    1.196242    0.150310
  174   -0.069816    1.225525    0.115890
  175   -0.050906    1.138401    0.122718
  176   -0.085128    1.162703    0.088385
  177   -0.035565    1.108150    0.133450
  178   -0.056857    1.133883    0.102706
  179   -0.036145    1.057413    0.106251
  180   -0.060247    1.079140    0.075623
  181   -0.027051    1.032338    0.109208
  182   -0.040597    1.053889    0.083137
  183   -0.020744    0.991123    0.083720
  184   -0.036494    1.009710    0.057665
  185   -0.015134    0.973178    0.075338
  186   -0.023141    0.988784    0.056088
  187   -0.007791    0.944587    0.054852
  188   -0.017196    0.958335    0.035488
  189   -0.004092    0.936825    0.030554
  190   -0.007617    0.943733    0.021729
  191   -0.000745    0.924631    0.020560
  192   -0.004803    0.930829    0.011607
  193    0.260771    1.743585   -0.634393
  194    0.368108    1.951013   -0.782780
  195    0.239790    1.556742   -0.517924
  196    0.274761    1.704719   -0.644214
  197   -0.019261    1.793436   -0.157307
  198   -0.070141    1.880742   -0.234430
  199   -0.059487    1.680778   -0.176884
  200   -0.113009    1.748412   -0.250855
  201   -0.108473    1.708158    0.010096
  202   -0.189085    1.764754   -0.051475
  203   -0.176755    1.618560   -0.038665
  204   -0.248216    1.665264   -0.101133
  205   -0.130998    1.598408    0.067075
  206   -0.205976    1.643549    0.011269
  207   -0.203340    1.514619    0.022361
  208   -0.272464    1.551884   -0.034329
  209   -0.128588    1.486790    0.086141
  210   -0.191511    1.524275    0.035723
  211   -0.190360    1.406228    0.048990
  212   -0.251669    1.436620   -0.001754
  213   -0.115607    1.380432    0.090776
  214   -0.165072    1.412188    0.045821
  215   -0.159479    1.303866    0.058943
  216   -0.210224    1.329239    0.014117
  217   -0.097367    1.281519    0.088892
  218   -0.133650    1.308705    0.049494
  219   -0.121881    1.211525    0.059732
  220   -0.160787    1.233253    0.020648
  221   -0.076112    1.192282    0.082322
  222   -0.100548    1.215480    0.048621
  223   -0.083985    1.131862    0.054551
  224   -0.111221    1.150713    0.021110
  225   -0.053437    1.115675    0.070729
  226   -0.068240    1.134810    0.043151
  227   -0.050104    1.067532    0.044870
  228   -0.067185    1.083513    0.017358
  229   -0.031489    1.055095    0.053657
  230   -0.039284    1.069531    0.033026
  231   -0.023353    1.021107    0.031858
  232   -0.032631    1.033540    0.011090
  233   -0.013545    1.013376    0.032076
  234   -0.016538    1.022350    0.019383
  235   -0.005784    0.994098    0.017285
  236   -0.009499    1.002062    0.004375
  237   -0.003912    0.991117    0.009734
  238   -0.002948    0.994594    0.005330
  239    0.001871    0.985152    0.004022
  240    0.002691    0.988365   -0.000483
  241    0.144553    1.282991   -0.529430
  242    0.210320    1.350270   -0.582859
  243    0.119626    1.229904   -0.473816
  244    0.149707    1.275881   -0.518204
  245   -0.204074    1.562541   -0.186367
  246   -0.300706    1.589101   -0.231916
  247   -0.247396    1.493415   -0.263998
  248   -0.309669    1.519448   -0.311659
  249   -0.249809    1.566117   -0.086123
  250   -0.332102    1.598836   -0.141385
  251   -0.321588    1.483484   -0.152601
  252   -0.382037    1.512777   -0.208771
  253   -0.225566    1.495916   -0.045583
  254   -0.288666    1.527658   -0.100001
  255   -0.296300    1.408304   -0.092352
  256   -0.350513    1.434442   -0.146460
  257   -0.185308    1.406535   -0.024787
  258   -0.231502    1.434820   -0.074019
  259   -0.236370    1.318570   -0.058047
  260   -0.281680    1.340499   -0.106264
  261   -0.144254    1.313339   -0.010807
  262   -0.174977    1.337723   -0.052999
  263   -0.168598    1.231096   -0.037780
  264   -0.202000    1.249615   -0.078832
  265   -0.106623    1.224238   -0.000401
  266   -0.123050    1.245059   -0.034994
  267   -0.105544    1.153678   -0.025280
  268   -0.125347    1.169856   -0.059016
  269   -0.073687    1.145343    0.006397
  270   -0.078052    1.162766   -0.020487
  271   -0.054161    1.090917   -0.017192
  272   -0.061105    1.105180   -0.043672
  273   -0.046298    1.081719    0.008997
  274   -0.042284    1.095486   -0.010256
  275   -0.018195    1.045116   -0.011675
  276   -0.015510    1.057100   -0.030928
  277   -0.025583    1.036286    0.007784
  278   -0.017715    1.046014   -0.004299
  279    0.001491    1.015892   -0.007658
  280    0.009060    1.024861   -0.019949
  281   -0.012641    1.008553    0.004732
  282   -0.005001    1.014335   -0.001452
  283    0.007105    0.999898   -0.004442
  284    0.014965    1.005503   -0.010838
  285   -0.007444    0.994289    0.002842
  286   -0.002374    0.997189    0.000185
  287    0.003754    0.991512   -0.001620
  288    0.009116    0.994435   -0.004411
  289   -0.063134    0.848570   -0.345856
  290    0.027376    0.924433   -0.427733
  291   -0.119471    0.809647   -0.291907
  292   -0.055306    0.840341   -0.362539
  293   -0.349886    1.360172   -0.257949
  294   -0.324381    1.393624   -0.433844
  295   -0.364637    1.263495   -0.264874
  296   -0.362433    1.215002   -0.427656
  297   -0.367261    1.458959   -0.198260
  298   -0.398276    1.402124   -0.323968
  299   -0.354192    1.376188   -0.239698
  300   -0.393737    1.271115   -0.358304
  301   -0.302992    1.440454   -0.160873
  302   -0.362840    1.349566   -0.243083
  303   -0.284389    1.366527   -0.210857
  304   -0.344960    1.251737   -0.289583
  305   -0.220017    1.376798   -0.132638
  306   -0.293554    1.287181   -0.187332
  307   -0.202770    1.311154   -0.181119
  308   -0.273429    1.211855   -0.234324
  309   -0.139894    1.297089   -0.108335
  310   -0.214666    1.224758   -0.148395
  311   -0.125544    1.241584   -0.151276
  312   -0.196404    1.166714   -0.190708
  313   -0.072222    1.216498   -0.085877
  314   -0.138501    1.164681   -0.118396
  315   -0.060762    1.172408   -0.121712
  316   -0.123467    1.120991   -0.153787
  317   -0.021964    1.144877   -0.064898
  318   -0.073104    1.109225   -0.091827
  319   -0.013499    1.111642   -0.092729
  320   -0.062002    1.077139   -0.119106
  321    0.008717    1.088497   -0.045904
  322   -0.024342    1.061490   -0.065769
  323    0.013623    1.063854   -0.064938
  324   -0.017821    1.037877   -0.084166
  325    0.020419    1.049717   -0.029699
  326    0.004506    1.024783   -0.040026
  327    0.021195    1.030842   -0.039528
  328    0.006089    1.006693   -0.049339
  329    0.016776    1.026507   -0.016981
  330    0.013803    1.001450   -0.016975
  331    0.013700    1.011608   -0.018371
  332    0.011043    0.987224   -0.018187
  333    0.004257    1.013069   -0.008120
  334    0.008196    0.991559   -0.000713
  335   -0.000833    1.002563   -0.003812
  336    0.003190    0.981635    0.003396
  337   -0.270239    0.507451   -0.194043
  338   -0.322011    0.490443   -0.182881
  339   -0.238775    0.500300   -0.222641
  340   -0.279562    0.490836   -0.214427
  341   -0.425460    1.003279   -0.331154
  342   -0.441338    0.973627   -0.422491
